attrib_name	01CO006	01CO008	05CO004	05CO006	05CO007	05CO011	05CO015	05CO020	05CO028	05CO029	05CO032	05CO033	06CO001	06CO002	09CO005	09CO006	09CO008	14CO001	14CO002	20CO001	20CO003	05CO002	01CO005	01CO001	05CO003	05CO049	22CO004	05CO037	11CO033	20CO006	11CO043	20CO007	11CO042	11CO032	16CO002	11CO018	16CO006	11CO031	09CO011	05CO039	21CO006	05CO034	01CO022	20CO004	05CO048	09CO013	21CO007	15CO002	11CO062	05CO035	16CO003	11CO019	11CO030	01CO019	11CO005	01CO015	15CO001	11CO048	13CO001	27CO004	11CO010	05CO041	11CO020	11CO007	05CO026	11CO045	16CO011	14CO005	22CO006	11CO037	14CO003	05CO044	11CO036	11CO008	11CO060	11CO039	11CO070	11CO079	05CO053	11CO072	11CO027	11CO077	05CO054	05CO050	11CO058	11CO057	09CO022	11CO054	11CO053	11CO052	11CO061	11CO044	05CO045	11CO021	11CO047	11CO022	09CO014	09CO015	09CO018	09CO019
OAT	2.5008	2.2957	3.1538	2.2418	4.2346	1.2265	2.5008	3.6651	0.5945	1.4489	2.8298	3.2342	3.2211	3.2675	1.6229	3.0144	2.8992	2.862	3.4403	2.8248	1.4222	3.101	2.9203	3.8777	3.4679	2.9184	3.8714	1.9146	2.0426	2.0179	2.211	2.6206	2.9873	3.5898	1.1375	3.1119	3.337	3.5348	2.8298	1.541	2.1827	4.1867	2.6645	3.9126	3.2265	0.8797	2.406	2.4489	3.4555	3.4822	3.9791	4.3909	3.5546	2.5385	2.5945	2.1342	2.3923	2.7463	3.4673	2.8053	3.1473	2.5777	2.4621	3.0072	4.1985	3.0704	3.6753	2.9727	3.1424	2.211	0	3.4443	2.144	4.3406	2.8718	1.4383	2.7442	1.7991	2.8339	2.0635	3.2623	2.511	4.025	2.2839	2.8032	4.3723	4.4446	3.2311	2.862	2.6915	0	3.106	3.1651	3.2957	2.6346	3.1359	0	3.4601	0.0976	3.9011
ECH1	2.6668	4.6837	3.8207	2.8895	2.7334	3.8043	3.717	3.7645	4.4446	4.5534	3.5323	3.5692	3.4673	3.8929	3.5198	3.7655	4.0378	4.1289	3.7214	3.7312	3.7442	3.8032	4.8542	4.8184	3.1202	3.673	4.1787	3.6218	3.0479	3.8022	3.8027	4.0921	3.7975	4.7814	4.0544	3.9155	3.6288	3.7355	3.7761	2.6576	3.7782	1.3561	3.5198	3.673	3.6294	3.8807	4.1194	2.9855	3.1538	4.033	3.774	4.121	2.1043	2.8895	3.7772	3.0444	3.6814	3.511	1.7225	3.4423	3.963	3.1243	4.2854	3.6171	3.2957	3.0704	3.7666	2.7148	3.7312	3.5242	3.845	2.8972	3.3248	3.7339	3.5135	3.4336	3.7913	3.9732	4.1914	3.4202	2.8379	3.8166	4.1264	3.6159	3.3667	3.4607	3.4607	0.903	3.2839	3.9203	3.7339	3.6814	4.0566	3.6229	3.9607	3.6554	4.2063	4.2668	4.0496	5.3906
KLC4	2.844	2.6346	1.7004	2.2418	1.9336	2.4489	2.2418	1.7485	2.6668	2.511	2.2403	1.3391	2.9107	2.8237	2.6747	2.1859	2.8992	1.8278	2.6826	1.189	1.4222	2.3477	1.9146	3.4712	1.9964	3.0618	3.2032	2.6622	2.541	3.6415	2.4594	2.257	1.9964	2.742	3.1043	0	1.3561	1.9184	2.3896	2.6576	2.7181	3.6005	2.1276	2.5753	1.9964	2.7751	2.406	2.8339	1.8953	3.373	2.0635	1.8278	1.7181	2.7225	2.278	2.7312	2.9088	2.4489	0	2.067	3.1473	1.5558	2.9928	2.254	2.9982	2.5385	2.3248	2.4005	1.9709	2.211	2.8258	1.3219	0	3.1635	2.3161	2.0841	0	3.8074	2.0635	2.4594	2.8379	1.8953	1.3561	2.2839	2.3434	2.6415	2.6893	3.5198	1.9672	2.4542	2.4489	2.9411	2.2957	3.784	2.278	3.1359	2.862	2.5185	2.5509	3.0721
PADI4	1.4383	0	1.0426	1.4489	0	1.5945	2.9241	2.5777	0.5945	1.4489	1.7866	3.0383	0	0	1.0144	2.1859	2.2839	0	3.1243	0	0	1.3561	0	0	3.9745	1.1827	0	2.8074	3.0479	0	0	1.5211	0	2.211	0	0	1.9891	2.9819	0.0566	0.0286	0	0.3896	4.6479	1.9298	1.7225	0.8797	0	0.3896	2.4931	0.4542	1.0356	0.546	1.7181	0.696	2.278	0.5558	0	0	0	0	1.7991	0.9336	0.0144	3.1747	0	1.4699	0	0	2.3618	0.251	2.0909	3.5771	0	2.6206	1.3391	0	0	1.7991	2.0635	0	0	0.1506	0	1.8934	0	2.269	1.516	4.5008	1.6229	2.1827	0	1.9184	0.8718	2.2957	3.3161	1.2388	0	2.7908	1.844	0.0566
RPS7	3.7004	4.7975	4.5518	3.5021	4.2346	4.0505	3.717	3.855	3.8017	3.5583	4.0391	4.0802	3.9764	4.1247	4.5084	3.9713	3.3205	3.3248	3.8258	4.2513	4.0921	3.101	4.0365	3.7485	4.3143	4.2052	4.3861	4.7145	4.1202	4.0312	4.1194	4.0921	3.7975	3.9336	3.8758	4.0391	4.272	3.9069	4.5404	4.5423	3.8807	4.2817	4.5674	4.1473	4.4919	4.4499	4.4219	4.5589	4.7942	4.2563	4.3366	4.4822	4.6132	4.712	3.5198	4.8728	5.1087	4.1763	4.5549	4.4673	4.0321	4.7814	4.2024	4.8987	4.969	4.4731	4.3646	4.2705	4.1985	4.288	4.5008	3.9136	4.4899	3.3923	4.6882	4.2902	4.3653	4.1189	4.0695	4.319	4.1289	3.9882	3.7692	4.1194	4.1089	4.0824	4.488	4.332	3.7126	3.607	3.8777	4.3681	4.155	4.0378	4.3723	3.9388	3.6171	4.1607	4.2346	3.3161
SH3BGRL	3.9467	3.7866	4.1106	3.3709	4.6565	3.4249	3.3813	3.2824	3.8017	3.854	4.0391	4.6413	3.079	4.7975	4.0009	4.0802	3.7913	3.6005	3.4403	3.9241	4.7721	3.5046	3.1391	3.8777	2.4725	2.4114	3.2032	2.6622	3.8176	2.9561	3.8027	2.8895	3.1603	4.1819	2.8339	2.5211	3.144	3.7355	2.8298	1.541	4.3723	2.4957	2.8053	1.4222	3.0054	2.9616	3.1285	3.6404	2.9373	3.7388	4.2865	3.4548	3.4343	3.406	4.2865	3.1683	3.4515	4.076	3.9098	4.09	3.6182	3.281	3.1875	3.3377	3.2957	4.5404	3.9458	3.5198	3.9193	4.9882	2.0909	2.3377	4.2219	4.1223	2.8718	3.5999	3.1803	2.8629	1.406	2.7887	3.0626	4.6713	0	4.0215	4.0347	2.269	0.7908	1.852	3.889	3.8186	3.7339	2.254	2.8043	2.6276	2.278	2.3089	3.0925	2.7908	2.5509	2.742
GOLGA2	2.5008	2.8934	2.1227	2.5097	2.5059	1.9373	2.7181	2.3533	3.0036	2.98	3.0312	2.6112	2.7257	2.516	2.0635	2.5236	2.6276	2.1827	1.7004	2.8248	2.7247	2.3477	1.9146	3.314	1.6915	1.9146	2.86	2.319	2.3045	1.406	1.585	2.257	1.9964	2.211	2.0909	1.441	0	0.1506	2.8298	2.211	2.4699	2.3219	2.6645	2.4436	1.9964	2.7751	1.8639	2.8339	2.4931	2.9891	1.6554	1.2016	1.1375	1.3561	1.2388	2.568	2.9088	2.0531	2.8972	2.5122	1.4383	1.5558	2.7677	2.254	2.0197	2.1309	2.0356	1.9891	2.3618	0.251	2.516	2.3377	2.5656	1.6135	1.9184	2.8258	2.4594	1.7991	3.0772	2.0635	2.266	0.1506	3.1457	2.6264	1.3561	2.0426	2.5423	2.0635	2.6645	2.1827	1.3448	2.5261	1.9819	2.6276	1.8156	2.6415	2.269	2.1859	0.0976	3.3161
SUPT5H	1.4383	1.2388	2.1227	2.2418	0.8953	2.2141	2.5008	2.3533	2.4699	2.8359	1.7866	1.3391	1.9964	1.4276	1.6229	2.1859	1.8718	2.4489	1.7004	1.7991	1.4222	1.7824	0	2.1859	2.4725	1.9146	1.4168	2.319	3.0479	1.406	2.4594	2.0531	1.9964	0	1.4931	1.441	1.9891	0.1506	0.0566	2.6576	1.7949	1.9146	2.1276	2.0942	1.9964	1.4594	2.9745	2.0356	2.2987	1.4489	1.6554	1.5211	1.7181	2.0841	1.2388	2.1342	1.3448	0	1.1827	0	1.7991	2.3045	1.4594	1.2388	1.7004	0	1.6182	1.3618	1.3561	0.251	2.516	2.6554	2.5656	0.0566	0	0	0	0.0841	0	2.0635	1.844	0.1506	1.3561	0	0.6508	1.4436	2.5423	1.6088	1.6229	1.4168	0	1.9184	1.5008	1.8836	1.8156	0	1.1827	1.7268	0.0976	1.6135
DKC1	2.6668	3.8934	3.9402	2.8895	4.0444	4.2581	3.717	3.2824	4.0426	4.0505	3.5323	3.4222	3.9764	3.61	3.7495	3.6328	3.3205	4.3844	3.1243	3.607	2.7247	2.7897	3.7981	1.7866	3.4679	3.0618	4.04	3.1803	3.3001	3.8022	3.6159	3.6679	3.4607	3.2965	3.7866	2.844	3.8768	4.0544	3.9486	3.275	3.441	3.6594	2.6645	4.4289	4.2346	3.7714	4.3646	3.8227	3.7312	4.1886	3.4712	4.1961	3.5546	3.7301	3.2373	3.8963	3.7913	2.991	4.0652	3.6029	4.0934	3.281	3.6029	3.3377	4.1985	4.1268	3.2965	3.1811	3.1424	3.5242	3.7126	3.1043	2.5656	3.5862	3.9773	3.7388	3.1803	3.3799	3.4634	4.0014	3.0626	3.9882	3.6404	4.0215	3.5862	4.3248	3.6831	4.2772	4.0496	4.0678	3.2645	3.8943	4.0566	2.8875	3.8099	4.1615	3.7474	3.4601	3.6135	3.7458
CC2D1A	3.1416	3.2972	0	2.2418	2.7334	2.6645	2.5008	1.3561	3.1595	3.2555	1.7866	0	1.6915	2.0841	2.8992	3.218	1.2449	3.3248	2.0909	1.7991	2.7247	2.7897	3.1391	2.9579	1.9964	3.4738	3.0321	1.9146	3.6536	2.9561	2.4594	3.1432	1.9964	2.211	2.9764	1.441	1.3561	0.1506	2.3896	2.211	2.1827	1.6554	2.6645	2.4436	1.9964	2.5311	2.6229	2.4489	3.1538	3.4822	2.6299	2.0875	2.6485	3.5242	2.844	2.1342	3.1293	1.4168	2.7004	3.251	3.2943	1.5558	1.4594	1.2388	2.2869	2.5385	1.0215	2.7148	1.3561	2.211	3.591	1.3219	1.4594	0.0566	2.6323	2.0841	2.067	0.0841	2.5185	3.2126	3.6005	0.1506	2.7203	1.8934	2.067	2.269	3.1699	1.6088	2.862	2.8934	1.9964	0.8953	2.8043	1.8836	3.1243	3.1359	2.862	2.5185	2.5509	3.3161
CCDC22	3.1416	2.2957	2.1227	2.2418	3.2683	1.9373	2.5008	2.5777	2.4699	2.669	2.8298	2.319	2.7257	3.4482	2.4209	3.0144	3.1391	1.8278	2.6826	2.2296	2.4383	2.3477	1.9146	2.742	2.4725	2.1827	2.4303	1.3561	2.8914	2.4607	2.846	2.6206	2.8074	1.8156	1.1375	2.0993	1.3561	1.9184	2.3896	2.211	3.116	2.9616	2.516	2.5753	2.8817	2.5311	2.8074	3.1243	2.9373	2.0635	3.0126	2.844	2.839	3.0479	2.5945	2.1342	2.6668	2.7463	2.7004	2.8053	2.0635	2.5777	2.4621	2.5558	2.9982	2.8217	2.8053	1.9891	2.6668	2.211	2.8258	2.6554	2.8718	2.2234	2.3161	2.5033	2.067	2.4489	2.5185	2.7887	2.8379	1.8953	2.7203	2.6264	2.3434	2.269	2.5423	2.266	2.4542	2.8934	2.4489	2.9411	2.9891	2.8875	2.6346	3.1359	2.862	3.0321	2.5509	2.2928
HP	3.3618	1.2388	3.4653	4.4128	1.4699	2.4489	4.6363	3.6651	3.4249	4.254	4.2319	5.1239	3.3462	3.4482	4.0009	4.6809	3.1391	4.3103	3.2884	2.8248	4.6662	3.6159	4.5853	3.7485	4.6837	2.9184	2.4303	2.6622	3.3001	4.3646	4.8286	2.7634	3.5753	4.5211	3.4515	2.844	3.7495	4.4715	2.3896	2.6576	3.9681	2.8176	4.4673	2.4436	3.116	4.1367	4.2001	2.257	2.2987	3.7388	3.4712	3.1152	4.5589	1.3561	3.7772	3.1683	3.7913	3.511	3.218	3.7323	3.5198	2.8053	3.6029	3.4816	3.4396	3.4757	4.1035	4.8709	2.3618	4.9227	3.26	4.6387	4.6826	3.8807	4.3576	3.2555	4.5711	2.8629	3.2765	3.0126	3.0626	3.2079	1.3561	3.8943	3.2525	3.6311	2.9373	4.1819	3.7126	3.607	4.849	4.3681	4.0566	4.9006	4.7315	4.4406	4.3813	3.9217	4.5549	4.0575
GDI1	2.0531	2.8934	1.7004	3.2373	3.1127	1.9373	2.7181	2.5777	2.251	2.8359	2.8298	3.4222	1.9964	3.4482	2.6747	1.7782	2.6276	2.4489	2.437	2.8248	3.3248	2.7897	1.3161	1.7866	2.4725	2.5945	3.0321	2.8074	3.0479	2.6485	2.211	2.6206	2.8074	2.9727	2.9764	2.5211	1.9891	1.9184	2.3896	2.6576	3.116	3.3016	2.8053	2.5753	2.8817	1.9298	2.1342	2.6485	2.1177	2.9891	3.0126	3.2265	2.6485	3.1747	3.0522	2.1342	2.9088	3.1835	3.5999	2.8053	2.2898	1.5558	3.1875	2.8237	2.0197	2.8217	2.3248	2.9727	3.1424	2.211	1.4276	3.4443	3.116	2.2234	2.8718	2.0841	2.7442	2.4489	2.0635	2.4594	2.266	3.2079	1.9964	2.2839	2.3434	2.269	2.5423	2.7442	3.1473	3.342	3.0505	2.7398	2.9891	3.2957	2.6346	2.6415	2.6088	3.0321	2.5509	2.2928
MAOA	4.6363	3.6559	1.0426	3.2373	1.4699	3.5286	2.9241	2.0635	3.4249	3.7613	2.2403	2.319	4.6282	2.0841	2.6747	3.6328	4.3561	4.1289	0	1.7991	2.7247	2.7897	1.9146	3.6159	2.8379	3.756	3.6938	3.6218	3.3001	3.5521	3.4202	1.5211	4.1473	3.4529	2.9764	2.0993	2.4033	0.1506	4.1886	1.541	3.8807	3.9662	3.26	2.0942	3.0054	3.5423	3.3882	2.6485	2.9373	3.4822	3.4712	3.6276	3.9184	3.813	4.2067	4.1723	3.5638	4.076	4.3512	2.067	1.4383	0	3.8339	3.6171	2.5084	2.5385	3.4463	4.4406	1.9709	2.8359	3.26	2.3377	3.6753	2.9021	4.3576	2.5033	2.067	3.9732	2.8339	1.4276	1.844	3.6323	2.9505	3.116	2.6005	3.8017	2.2079	3.9458	1.6229	1.4168	2.4489	0.8953	1.9819	1.8836	1.8156	3.3205	3.7474	5.0206	0.0976	3.5509
KPNA2	1.0704	1.2388	3.1538	2.2418	3.2683	2.6645	1.9184	3.6651	2.4699	1.8074	2.2403	1.9298	2.272	3.0644	1.0144	2.1859	3.4796	3.466	4.2188	2.2296	2.0179	2.5753	2.6645	2.9579	2.257	3.1699	3.2032	3.1803	2.541	2.9561	2.4594	2.4489	2.3306	2.211	1.1375	2.5211	3.337	3.2787	1.7137	2.6576	1.2016	2.126	3.5198	3.2149	3.2265	1.9298	1.8639	3.238	2.8104	1.8074	2.384	2.0875	2.839	3.0479	1.2388	3.8963	3.6814	1.4168	2.4489	2.067	3.4209	4.2832	1.4594	3.6171	3.4396	2.8217	1.0215	1.3618	3.1424	0.251	2.8258	3.4443	2.8718	1.6135	2.6323	3.0635	3.7913	2.8629	3.0772	2.7887	3.2623	2.8992	2.9505	1.263	2.8032	1.7866	3.3688	2.6088	2.6645	2.4542	1.9964	2.7398	2.8043	2.2957	3.8099	2.8992	2.6088	2.7908	3.3377	2.2928
SMARCA5	2.844	2.6346	3.3161	2.8895	2.2418	3.4249	2.7181	2.9745	3.4249	3.5583	3.5323	2.6112	3.3462	2.516	3.8792	2.5236	3.4796	3.3248	3.7214	2.8248	2.4383	2.7897	2.6645	0	2.9828	2.7698	3.2032	2.5008	2.8914	3.0959	3.0126	2.7634	3.1603	2.211	2.8339	2.5211	1.9891	2.5692	3.144	3.6536	2.7181	2.8176	2.8053	3.2149	3.7949	1.9298	2.6229	3.3384	3.1538	2.6893	2.0635	2.98	2.4141	3.295	1.2388	3.9759	3.1293	1.4168	3.0721	3.251	3.7312	3.1243	2.4621	3.0072	3.1457	2.1309	3.2965	1.9891	1.9709	2.211	3.7126	2.8972	3.6753	1.6135	3.2555	3.4336	3.6519	2.8629	3.0772	3.4202	2.8379	3.2079	3.3434	1.8934	2.6005	3.1152	2.9373	3.2311	3.1473	3.0721	3.0505	3.2615	3.6282	3.6229	3.3161	3.4848	3.466	3.4601	3.009	2.2928
ALOX5	2.0531	1.2388	2.4489	4.126	0	1.9373	2.9241	2.797	2.251	0.4751	3.0312	3.2342	1.2869	2.516	1.0144	1.7782	2.2839	1.8278	3.2884	3.7312	2.0179	0.6781	0	0	3.915	2.5945	0.7312	3.1803	3.1811	0.9855	3.0126	1.2388	2.6017	2.9727	1.8359	3.3001	2.4033	2.9819	0.0566	3.8022	3.5862	1.6554	3.4416	2.269	2.2141	0.8797	1.1309	2.6485	3.6358	1.8074	2.384	2.98	1.7181	0	1.2388	0.5558	2.6668	2.4489	2.7004	2.8053	1.7991	2.3045	2.9928	3.0072	0.6135	2.1309	1.0215	1.9891	2.9241	0.251	2.516	4.3785	3.3248	2.6206	3.0875	0	2.7442	0.0841	0	3.0126	0	2.511	0	3.116	2.8032	3.257	1.9964	3.7463	2.2265	2.4542	1.9964	3.2615	3.1651	2.6276	1.8156	0	2.269	0	0.0976	0.0566
HECTD1	2.5008	2.8934	1.7004	0.8718	2.7334	1.2265	1.4594	2.3533	1.6599	1.8074	0	0	0.6041	1.4276	1.0144	0	1.8718	0	1.7004	1.7991	0	1.3561	0	0	2.4725	2.1827	1.8359	1.9146	2.0426	2.254	1.9336	1.5211	2.6017	1.2265	2.0909	1.441	2.4033	2.5692	2.8298	1.541	1.7949	2.126	1.6915	1.1763	1.7225	2.257	1.1309	2.4489	2.1177	2.0635	1.6554	2.5185	1.7181	2.0841	1.8679	2.1342	0	1.4168	1.1827	0	2.2898	1.5558	0.0144	1.8359	2.5084	1.4699	2.0356	0	1.9709	0.251	3.0505	1.9241	2.5656	2.2234	0	1.4383	1.4594	2.4489	1.406	2.0635	1.254	0.1506	1.3561	1.263	2.6005	2.0426	2.2079	2.266	2.2265	2.6915	2.4489	1.4699	0	1.2327	1.189	1.2388	0	1.7268	2.5509	0.0566
FAM129A	2.0531	0	1.0426	1.9146	3.706	1.9373	2.5008	2.9745	0.5945	1.8074	1.7866	3.2342	2.272	2.0841	2.0635	2.1859	1.2449	1.8278	0	3.1985	3.6076	2.0841	0	1.2141	2.6668	2.4114	0	2.1243	2.8914	0	3.0126	1.2388	3.3205	3.8099	2.0909	2.5211	1.3561	2.5692	0.0566	0.0286	4.0514	2.3219	1.9336	0.263	2.4033	0.8797	0.4542	2.8339	2.6645	2.9891	3.6809	2.6893	2.9973	3.0479	3.7772	1.8758	3.5638	3.1835	2.8972	2.5122	2.669	1.9928	2.4621	3.1747	1.7004	2.8217	2.9791	2.4005	2.6668	4.7252	0	3.1043	2.8718	2.9021	1.9184	3.0635	3.3448	1.7991	2.5185	3.0126	3.4529	2.8992	1.9964	2.6264	3.5862	3.257	1.7866	2.7442	3.2839	2.8934	3.2645	1.9184	2.8043	1.8836	2.6346	2.6415	2.269	1.1243	1.844	0.0566
NPLOC4	2.844	3.1043	2.4489	2.2418	2.7334	3.1747	2.7181	2.9745	2.4699	3.1177	2.546	2.6112	2.7257	2.516	2.6747	3.218	3.3205	2.862	2.9088	3.1985	3.3248	2.7897	1.3161	1.7866	1.9964	2.9184	2.1538	3.2928	2.8914	3.0959	2.846	3.1432	2.9873	2.5033	1.8359	3.1119	2.4033	0.1506	2.8298	2.6576	3.116	3.6005	2.8053	3.2149	2.5472	2.9616	2.8074	2.9855	3.0444	3.373	3.1827	2.98	3.2943	3.1747	3.0522	2.8972	3.1293	2.991	2.7004	2.5122	3.2943	3.281	2.7677	3.1747	3.5509	3.2972	2.9791	2.9727	2.9241	3.5242	2.8258	3.5771	3.5129	2.2234	2.6323	2.8258	2.7442	3.8074	2.8339	3.2126	3.0626	2.511	3.3434	3.116	3.4692	2.269	2.8237	3.2311	2.862	2.1827	2.7981	3.2615	3.4874	2.8875	2.278	3.4848	2.862	2.5185	2.5509	3.0721
LGALS3	4.6363	5.5977	4.5518	5.3695	4.9584	5.2196	4.8263	4.8505	6.0853	5.7367	5.3653	5.0607	4.8382	5.6496	5.3593	5.3863	5.0507	4.9397	4.8472	4.6792	5.3384	5.5014	6.6219	6.157	4.6837	5.782	5.1127	4.7517	5.191	5.2638	5.2273	5.2743	5.4128	5.054	4.852	5.0405	5.0108	4.8086	4.2972	4.852	4.9959	4.1867	5.2774	4.9006	4.532	4.9959	5.1681	4.6974	5.1027	4.2563	4.7252	4.5577	5.204	4.9397	5.0575	4.3576	5.1465	4.6185	5.3959	5.0663	4.6513	4.7814	5.4012	4.4406	4.6848	4.6235	4.2441	4.9595	4.4861	5.1534	5.2071	4.7082	4.9584	4.3406	5.4692	5.4578	5.2638	4.4624	5.126	4.6531	5.0639	4.7602	4.7905	4.9397	4.905	4.2705	3.6831	3.5198	4.5978	4.9298	5.1048	4.7586	4.4135	4.4323	4.2795	4.1615	4.4538	4.4957	4.8826	5.191
COG2	3.0054	2.2957	2.4489	1.4489	2.2418	1.9373	1.9184	1.3561	1.275	2.669	1.1635	1.3391	3.079	1.4276	1.6229	2.1859	1.2449	1.8278	2.0909	2.2296	0	1.7824	2.6645	3.1416	1.9964	1.9146	3.2032	1.9146	2.541	2.9561	2.211	3.4673	2.3306	2.211	2.3132	1.441	0	0.1506	3.144	0.0286	1.7949	3.0866	2.8053	2.85	2.7247	2.257	3.6029	2.8339	2.9373	2.844	2.0635	2.5185	2.1043	1.3561	1.8679	2.8972	2.6668	2.0531	2.4489	2.067	2.2898	1.5558	2.9928	2.254	1.3277	2.1309	2.3248	1.3618	1.3561	0.251	1.4276	0	2.144	1.6135	1.9184	2.5033	1.4594	0.0841	1.406	2.4594	2.266	0.1506	1.9964	1.8934	2.8032	2.269	2.6893	2.8659	2.4542	2.1827	1.9964	2.254	1.5008	1.8836	1.8156	1.8953	1.8278	2.7908	0.0976	2.2928
ESD	3.7004	3.4874	3.3161	2.2418	4.8156	2.4489	3.8156	3.5484	3.6294	3.854	3.3771	3.2342	3.079	3.61	4.0009	3.6328	2.8992	3.1827	3.2884	2.546	3.8758	3.7203	2.6645	2.742	3.3618	3.9069	2.86	3.0721	3.5423	3.5521	3.8027	3.9754	3.6904	4.0321	3.7866	3.4692	4.0738	2.5692	3.3903	4.0426	3.9681	3.9662	2.8053	3.1202	4.0018	3.7714	3.1285	3.5348	3.7312	3.373	4.0858	3.8807	2.9973	3.406	4.2067	3.5497	3.9809	4.076	3.4673	3.251	3.8963	3.1243	3.3377	3.4816	2.9982	4.1268	4.2441	3.5198	3.7312	3.5242	3.26	3.6971	2.144	3.5862	2.8718	2.8258	1.4594	2.8629	2.0635	2.0635	3.6005	3.4396	1.3561	3.116	3.6803	4.1334	4.0479	3.5198	3.6159	3.0721	3.4303	3.6814	3.3377	4.1342	2.278	3.4848	3.466	3.0321	3.009	2.2928
P4HA1	3.0054	0	2.4489	3.2373	4.4699	2.6645	3.6076	3.14	2.4699	2.0635	3.3771	3.4222	1.9964	3.757	3.5198	2.5236	3.4796	2.4489	2.0909	4.0391	3.7442	2.9523	1.9146	2.1859	4.0496	2.5945	1.8359	4.434	3.5423	2.8074	3.2898	1.8115	3.1603	1.8156	2.8339	4.14	1.3561	1.9184	2.3896	2.9973	3.441	3.0866	3.1449	2.85	4.2346	4.0514	2.406	3.5348	3.7939	3.373	2.384	3.4548	2.9973	2.342	2.278	2.1342	2.6668	2.7463	3.0721	4.5942	2.669	3.1243	2.4621	3.4816	3.1457	2.8217	1.0215	3.6651	3.3248	0.251	2.8258	3.5771	3.6753	3.1635	2.3161	1.4383	4.0063	2.4489	3.6358	2.7887	2.8379	3.6323	1.9964	3.3161	3.1135	3.7192	3.0635	3.3248	2.862	2.8934	3.4303	3.106	3.3377	4.7252	3.8099	2.8992	2.6088	2.7908	3.3377	0.0566
IPO9	3.1416	3.4874	4.033	3.0772	2.9449	3.9732	3.3813	3.2824	3.1595	2.669	3.0312	3.8807	2.7257	3.2675	3.8792	3.7655	3.1391	2.4489	3.1243	3.0126	2.7247	2.9523	1.3161	1.7866	3.2555	3.0618	2.6508	2.8074	3.0479	3.0959	2.846	3.0144	2.6017	2.9727	2.6668	3.1119	2.7004	3.9069	3.144	3.6536	3.116	2.6576	2.516	2.5753	3.3327	3.275	3.1285	3.238	2.8104	1.4489	3.0126	2.98	1.7181	3.406	3.2373	2.8972	3.4515	3.1835	2.8972	3.251	3.4209	3.5223	2.4621	3.7463	3.1457	3.4757	2.8053	3.3583	2.9241	3.251	3.26	3.6971	2.8718	3.1635	2.8718	3.2555	3.7913	3.8074	4.0695	3.2126	3.0626	2.8992	3.6404	3.6159	2.8032	3.1152	3.5348	3.4336	2.2265	2.4542	2.4489	2.9411	2.8043	3.2957	2.8914	2.3089	1.8278	2.5185	3.3377	2.742
PTGES2	2.278	3.4874	2.7203	1.4489	3.1127	2.6645	2.7181	3.14	2.844	3.2555	2.2403	2.319	3.3462	2.516	3.0925	3.0144	2.6276	2.4489	2.9088	2.8248	2.9727	3.5046	3.6679	3.4712	3.1202	2.1827	3.3255	2.319	2.0426	3.0959	2.6645	2.8895	2.3306	2.9727	2.6668	2.844	1.9891	2.5692	3.3903	2.6576	3.116	3.3016	2.3277	3.3951	3.0054	3.1243	2.406	3.238	2.9373	3.373	3.0126	2.844	2.839	2.8895	2.278	2.568	2.6668	3.1835	3.4673	2.067	2.2898	2.5777	2.067	3.1747	2.2869	3.4757	3.5583	2.7148	3.1424	3.251	3.4423	3.1043	2.144	3.7339	3.0875	3.2555	3.5059	3.9732	2.5185	3.4202	3.4529	3.2079	3.1457	3.116	2.9616	3.4607	3.8227	3.116	2.862	3.0721	1.9964	3.4141	3.3377	3.2957	2.278	3.4848	3.466	3.4601	3.3377	3.0721
GOLIM4	2.6668	3.1043	2.1227	0	0	1.2265	0.8718	1.3561	0.5945	2.511	1.7866	0	3.2211	1.4276	2.4209	3.0144	1.8718	2.1827	1.7004	2.2296	0	1.3561	2.9203	3.4712	2.9828	1.9146	2.6508	2.6622	3.3001	2.4607	2.4594	3.2645	1.5945	1.8156	1.1375	0	2.7004	0.1506	2.3896	1.541	1.7949	2.4957	3.8151	2.85	1.4168	2.9616	2.406	3.1243	3.1538	2.6893	1.0356	2.0875	2.6485	2.8895	1.8679	3.2876	1.9891	1.4168	2.126	2.8053	2.4957	1.5558	3.1875	1.8359	3.649	1.4699	2.3248	2.7148	1.3561	0.251	2.0909	0	2.8718	0.0566	1.9184	2.8258	1.4594	2.8629	3.2765	2.4594	2.8379	2.511	3.5033	1.8934	2.3434	2.0426	3.0635	1.852	2.4542	1.844	2.4489	1.9184	0.8718	1.2327	2.278	2.6415	2.6088	2.5185	3.846	2.2928
